"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"../features/user.feature: TC_14 - Performance Baseline","171","TC_14 - Performance Baseline","steps","Thu Apr 23 13:34:24 UTC 2026","passed","Thu Apr 23 13:34:24 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","86","TC_12 - Get user with invalid ID returns 404","steps","Thu Apr 23 13:34:24 UTC 2026","passed","Thu Apr 23 13:34:24 UTC 2026","","test_users","",""
"../features/user.feature: TC_01 - Create user with complete data","149","TC_01 - Create user with complete data","steps","Thu Apr 23 13:34:21 UTC 2026","passed","Thu Apr 23 13:34:21 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","87","TC_12 - Get user with invalid ID returns 404","steps","Thu Apr 23 13:34:23 UTC 2026","passed","Thu Apr 23 13:34:24 UTC 2026","","test_users","",""
"../features/user.feature: TC_04 - Get all users","82","TC_04 - Get all users","steps","Thu Apr 23 13:34:22 UTC 2026","passed","Thu Apr 23 13:34:22 UTC 2026","","test_users","",""
"../features/user.feature: TC_17 - User Creation With Random Data (Faker + Data-Driven)","120","TC_17 - User Creation With Random Data (Faker + Data-Driven)","steps","Thu Apr 23 13:34:25 UTC 2026","passed","Thu Apr 23 13:34:25 UTC 2026","","test_users","",""
"../features/user.feature: TC_10 - Checking nested fields","83","TC_10 - Checking nested fields","steps","Thu Apr 23 13:34:23 UTC 2026","passed","Thu Apr 23 13:34:23 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","88","TC_12 - Get user with invalid ID returns 404","steps","Thu Apr 23 13:34:23 UTC 2026","passed","Thu Apr 23 13:34:23 UTC 2026","","test_users","",""
"../features/user.feature: TC_10 - Checking nested fields","86","TC_10 - Checking nested fields","steps","Thu Apr 23 13:34:23 UTC 2026","passed","Thu Apr 23 13:34:23 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","83","TC_05 - Check format of single user","steps","Thu Apr 23 13:34:22 UTC 2026","passed","Thu Apr 23 13:34:22 UTC 2026","","test_users","",""
"../features/headers.feature: TC_11 - Response contains Content-Type","82","TC_11 - Response contains Content-Type","steps","Thu Apr 23 13:34:23 UTC 2026","passed","Thu Apr 23 13:34:23 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","87","TC_05 - Check format of single user","steps","Thu Apr 23 13:34:22 UTC 2026","passed","Thu Apr 23 13:34:22 UTC 2026","","test_users","",""
"../features/user.feature: TC_08 - Checking Content-Type response","83","TC_08 - Checking Content-Type response","steps","Thu Apr 23 13:34:23 UTC 2026","passed","Thu Apr 23 13:34:23 UTC 2026","","test_users","",""
"../features/user.feature: TC_03 - Get not existing user","87","TC_03 - Get not existing user","steps","Thu Apr 23 13:34:22 UTC 2026","passed","Thu Apr 23 13:34:22 UTC 2026","","test_users","",""
"../features/user.feature: TC_06 - Update user data","197","TC_06 - Update user data","steps","Thu Apr 23 13:34:22 UTC 2026","passed","Thu Apr 23 13:34:22 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","90","TC_05 - Check format of single user","steps","Thu Apr 23 13:34:22 UTC 2026","passed","Thu Apr 23 13:34:22 UTC 2026","","test_users","",""
